coin_id,authority,ribbon_path,preview_path,status,failure_reason,quality_bucket,quality_score,geometry_flags,nonblack_fraction,nonzero_fraction,mean_intensity,std_intensity,gradient_energy,edge_density,row_variance_mean,cx,cy,radius,center_offset,mask_area_fraction,used_fallback,fallback_reason,center_method,config_id,known_hard_case
216163,Trajan,/root/trivalaya-vision/legend_cnn/runs/run_20260410_161829_promoted_v1_h128/ribbons/216163.npy,,success,,good,0.599,fallback:center_out_of_bounds,0.7225,0.9187,0.466,0.4343,0.206774,0.0398,0.178707,256,256,220,0.0,0.5954,True,center_out_of_bounds,moments,promoted_v1_h128,False
120021,Diocletian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_161829_promoted_v1_h128/ribbons/120021.npy,,success,,good,0.5913,,0.5156,0.5158,0.3212,0.3575,0.359204,0.1142,0.126726,362,288,278,110.72,0.6628,False,,moments,promoted_v1_h128,False
148313,Hadrian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_161829_promoted_v1_h128/ribbons/148313.npy,,success,,borderline,0.4279,high_center_offset,0.4678,0.4682,0.2002,0.2578,0.21609,0.0608,0.065644,366,308,297,121.67,0.6871,False,,moments,promoted_v1_h128,False
196118,Elagabalus,/root/trivalaya-vision/legend_cnn/runs/run_20260410_161829_promoted_v1_h128/ribbons/196118.npy,,success,,good,0.5863,fallback:center_out_of_bounds,1.0,1.0,0.6611,0.1713,0.363792,0.2912,0.028866,256,256,220,0.0,0.6304,True,center_out_of_bounds,moments,promoted_v1_h128,False
151320,Hadrian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_161829_promoted_v1_h128/ribbons/151320.npy,,success,,good,0.566,high_center_offset,0.4978,0.4983,0.3075,0.3578,0.323369,0.1145,0.127256,373,286,300,120.78,0.7227,False,,moments,promoted_v1_h128,False
159974,Hadrian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_161829_promoted_v1_h128/ribbons/159974.npy,,success,,good,0.6727,,0.5303,0.5338,0.3806,0.3907,0.455836,0.1376,0.149805,348,295,280,99.92,0.6702,False,,moments,promoted_v1_h128,False
128415,Hadrian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_161829_promoted_v1_h128/ribbons/128415.npy,,success,,borderline,0.4966,fallback:center_out_of_bounds,0.9987,0.9995,0.3293,0.1085,0.203961,0.2895,0.011414,256,256,220,0.0,0.6754,True,center_out_of_bounds,moments,promoted_v1_h128,False
212395,Septimius Severus,/root/trivalaya-vision/legend_cnn/runs/run_20260410_161829_promoted_v1_h128/ribbons/212395.npy,,success,,good,0.6085,,0.5248,0.5252,0.3779,0.3787,0.321599,0.1748,0.136608,331,279,268,78.45,0.6163,False,,moments,promoted_v1_h128,False
160473,Elagabalus,/root/trivalaya-vision/legend_cnn/runs/run_20260410_161829_promoted_v1_h128/ribbons/160473.npy,,success,,good,0.6979,,0.4658,0.4718,0.3015,0.3627,0.613376,0.1266,0.129697,312,313,291,79.91,0.6401,False,,moments,promoted_v1_h128,False
206781,Maximian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_161829_promoted_v1_h128/ribbons/206781.npy,,success,,good,0.6622,,0.9923,0.9951,0.662,0.192,0.329464,0.2175,0.035399,253,224,196,32.14,0.6226,False,,moments,promoted_v1_h128,False
142256,Septimius Severus,/root/trivalaya-vision/legend_cnn/runs/run_20260410_161829_promoted_v1_h128/ribbons/142256.npy,,success,,borderline,0.5249,high_center_offset|small_radius,0.5684,0.5871,0.3223,0.3366,0.287265,0.0967,0.112493,136,118,110,182.88,0.5937,False,,moments,promoted_v1_h128,False
142182,Hadrian,/root/trivalaya-vision/legend_cnn/runs/run_20260410_161829_promoted_v1_h128/ribbons/142182.npy,,success,,good,0.576,high_center_offset,0.623,0.6364,0.3813,0.352,0.301277,0.1145,0.12323,157,131,127,159.46,0.6707,False,,moments,promoted_v1_h128,False
160546,Severus Alexander,/root/trivalaya-vision/legend_cnn/runs/run_20260410_161829_promoted_v1_h128/ribbons/160546.npy,,success,,good,0.7678,,0.4705,0.4754,0.3116,0.387,0.726395,0.1214,0.145726,300,296,278,59.46,0.6207,False,,moments,promoted_v1_h128,False
