coin_id,authority,ribbon_path,preview_path,status,failure_reason,quality_bucket,quality_score,geometry_flags,nonblack_fraction,nonzero_fraction,mean_intensity,std_intensity,gradient_energy,edge_density,row_variance_mean,cx,cy,radius,center_offset,mask_area_fraction,used_fallback,fallback_reason,center_method,config_id,known_hard_case
151326,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/151326.npy,,success,,borderline,0.4988,,0.3875,0.388,0.2077,0.3014,0.423981,0.1007,0.089492,368,297,297,119.27,0.6413,False,,bbox,sweep_cen_bbox_inn076_out090,False
171875,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/171875.npy,,success,,good,0.587,,0.4386,0.447,0.2551,0.3348,0.465458,0.1326,0.111604,327,301,266,84.06,0.5572,False,,bbox,sweep_cen_bbox_inn076_out090,False
137506,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/137506.npy,,success,,borderline,0.5308,fallback:center_out_of_bounds,0.9992,1.0,0.4285,0.1351,0.267193,0.2496,0.017333,256,256,220,0.0,0.5113,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn076_out090,False
131416,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/131416.npy,,success,,borderline,0.4,high_center_offset,0.2986,0.2988,0.1978,0.3236,0.252342,0.0822,0.104549,366,351,348,145.34,0.6369,False,,bbox,sweep_cen_bbox_inn076_out090,False
112709,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/112709.npy,,success,,good,0.6854,,0.4794,0.5034,0.2897,0.3661,0.544568,0.1064,0.133135,297,285,283,50.22,0.6714,False,,bbox,sweep_cen_bbox_inn076_out090,False
160022,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/160022.npy,,success,,borderline,0.5111,,0.3814,0.389,0.1814,0.2683,0.433981,0.1179,0.071014,295,310,304,66.61,0.6641,False,,bbox,sweep_cen_bbox_inn076_out090,False
126587,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/126587.npy,,success,,borderline,0.4462,,0.4038,0.4041,0.2263,0.2976,0.287309,0.0962,0.088007,348,332,282,119.33,0.5968,False,,bbox,sweep_cen_bbox_inn076_out090,False
171893,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/171893.npy,,success,,good,0.5925,,0.3513,0.3583,0.1951,0.3171,0.567444,0.1,0.099569,307,302,289,68.68,0.5684,False,,bbox,sweep_cen_bbox_inn076_out090,False
146605,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/146605.npy,,success,,borderline,0.5395,,0.4327,0.4439,0.207,0.2915,0.401926,0.1344,0.084128,292,301,292,57.63,0.6778,False,,bbox,sweep_cen_bbox_inn076_out090,False
173463,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/173463.npy,,success,,borderline,0.4619,fallback:center_out_of_bounds,1.0,1.0,0.95,0.1414,0.019129,0.0192,0.018681,256,256,220,0.0,0.561,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn076_out090,False
160029,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/160029.npy,,success,,good,0.6136,,0.4779,0.4833,0.313,0.3717,0.438149,0.1213,0.13761,349,294,282,100.46,0.6632,False,,bbox,sweep_cen_bbox_inn076_out090,False
135477,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/135477.npy,,success,,good,0.5622,fallback:center_out_of_bounds,0.9971,1.0,0.4302,0.1248,0.351522,0.2899,0.015419,256,256,220,0.0,0.6537,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn076_out090,False
130596,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/130596.npy,,success,,borderline,0.4658,fallback:center_out_of_bounds,0.9891,0.9993,0.4058,0.1004,0.142371,0.2574,0.009417,256,256,220,0.0,0.6539,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn076_out090,False
171917,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/171917.npy,,success,,borderline,0.5157,,0.3901,0.3906,0.176,0.2741,0.423571,0.109,0.074285,302,301,288,64.35,0.6311,False,,bbox,sweep_cen_bbox_inn076_out090,False
149545,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/149545.npy,,success,,borderline,0.4296,high_center_offset,0.422,0.4339,0.1884,0.2712,0.28712,0.092,0.072967,370,303,299,123.31,0.656,False,,bbox,sweep_cen_bbox_inn076_out090,False
108316,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/108316.npy,,success,,borderline,0.5474,,0.4112,0.4113,0.2813,0.3676,0.374072,0.1087,0.134489,368,296,297,118.93,0.6555,False,,bbox,sweep_cen_bbox_inn076_out090,False
144139,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/144139.npy,,success,,good,0.5879,fallback:center_out_of_bounds,0.9998,1.0,0.4867,0.1848,0.352376,0.2962,0.033545,256,256,220,0.0,0.5106,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn076_out090,False
122077,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/122077.npy,,success,,borderline,0.416,,0.3125,0.315,0.139,0.2493,0.354826,0.0971,0.061813,335,326,311,105.55,0.5937,False,,bbox,sweep_cen_bbox_inn076_out090,False
139381,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/139381.npy,,success,,good,0.7035,fallback:center_out_of_bounds,0.9997,1.0,0.6669,0.197,0.618583,0.2646,0.03803,256,256,220,0.0,0.5107,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn076_out090,False
146606,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/146606.npy,,success,,borderline,0.4815,,0.4317,0.4445,0.2061,0.2962,0.348579,0.1166,0.087406,367,295,296,117.65,0.693,False,,bbox,sweep_cen_bbox_inn076_out090,False
141156,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/141156.npy,,success,,good,0.5592,high_center_offset,0.3761,0.3881,0.2403,0.3446,0.502749,0.1032,0.117191,374,304,302,127.39,0.6445,False,,bbox,sweep_cen_bbox_inn076_out090,False
122082,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/122082.npy,,success,,good,0.5751,,0.4456,0.4478,0.3129,0.3775,0.320066,0.149,0.142122,323,295,261,77.52,0.5494,False,,bbox,sweep_cen_bbox_inn076_out090,False
171741,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/171741.npy,,success,,borderline,0.4527,,0.4017,0.4019,0.2015,0.2866,0.238587,0.1018,0.081731,304,301,283,65.8,0.5959,False,,bbox,sweep_cen_bbox_inn076_out090,False
110548,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/110548.npy,,success,,borderline,0.4538,fallback:center_out_of_bounds,0.7836,0.789,0.3254,0.1886,0.215701,0.1758,0.031925,256,256,220,0.0,0.3877,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn076_out090,False
171923,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/171923.npy,,success,,borderline,0.5296,,0.4209,0.4223,0.2253,0.3087,0.368444,0.1244,0.094139,302,303,290,65.76,0.6402,False,,bbox,sweep_cen_bbox_inn076_out090,False
160032,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/160032.npy,,success,,borderline,0.5288,,0.4085,0.4188,0.2684,0.3516,0.370174,0.1226,0.123017,362,312,292,119.88,0.6501,False,,bbox,sweep_cen_bbox_inn076_out090,False
192083,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/192083.npy,,success,,borderline,0.453,fallback:center_out_of_bounds,0.4371,0.4378,0.33,0.4186,0.046743,0.0212,0.175254,256,256,220,0.0,0.5194,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn076_out090,False
163970,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/163970.npy,,success,,good,0.6329,,0.4128,0.4143,0.262,0.35,0.538967,0.1122,0.120365,292,310,298,64.9,0.6758,False,,bbox,sweep_cen_bbox_inn076_out090,False
112740,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/112740.npy,,success,,good,0.7366,,0.4283,0.4492,0.2708,0.3716,0.716282,0.11,0.13735,295,291,295,52.4,0.6835,False,,bbox,sweep_cen_bbox_inn076_out090,False
160297,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/160297.npy,,success,,good,0.6991,,0.4461,0.451,0.2815,0.3655,0.622593,0.1201,0.131933,298,296,298,58.0,0.6695,False,,bbox,sweep_cen_bbox_inn076_out090,False
160250,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/160250.npy,,success,,good,0.7409,,0.4254,0.4357,0.2868,0.3879,0.670352,0.1003,0.149061,297,282,297,48.55,0.6627,False,,bbox,sweep_cen_bbox_inn076_out090,False
148374,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/148374.npy,,success,,good,0.6301,,0.4344,0.4347,0.3014,0.383,0.51447,0.1119,0.146392,369,289,298,117.72,0.6706,False,,bbox,sweep_cen_bbox_inn076_out090,False
122084,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/122084.npy,,success,,borderline,0.5086,fallback:center_out_of_bounds,0.9993,1.0,0.413,0.1058,0.233527,0.2804,0.011129,256,256,220,0.0,0.5765,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn076_out090,False
192141,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/192141.npy,,success,,borderline,0.5024,high_center_offset,0.3586,0.3598,0.2862,0.4059,0.264498,0.0594,0.164643,349,152,282,139.52,0.5299,False,,bbox,sweep_cen_bbox_inn076_out090,False
191799,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/191799.npy,,success,,borderline,0.4601,,0.4873,0.4875,0.2431,0.3005,0.221352,0.1083,0.090143,356,291,291,105.95,0.6821,False,,bbox,sweep_cen_bbox_inn076_out090,False
191740,Caracalla,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/191740.npy,,success,,good,0.6105,,1.0,1.0,0.5379,0.1455,0.266824,0.2594,0.020235,266,221,215,36.4,0.6328,False,,bbox,sweep_cen_bbox_inn076_out090,False
137507,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005416_sweep_cen_bbox_inn076_out090/ribbons/137507.npy,,success,,borderline,0.4677,fallback:center_out_of_bounds,1.0,1.0,0.3569,0.095,0.137737,0.2377,0.008417,256,256,220,0.0,0.5113,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn076_out090,False
