coin_id,authority,ribbon_path,preview_path,status,failure_reason,quality_bucket,quality_score,geometry_flags,nonblack_fraction,nonzero_fraction,mean_intensity,std_intensity,gradient_energy,edge_density,row_variance_mean,cx,cy,radius,center_offset,mask_area_fraction,used_fallback,fallback_reason,center_method,config_id,known_hard_case
151326,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/151326.npy,,success,,borderline,0.5137,,0.3969,0.3975,0.2168,0.3064,0.444508,0.1113,0.091772,368,297,297,119.27,0.6413,False,,bbox,sweep_cen_bbox_inn072_out092,False
171875,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/171875.npy,,success,,good,0.6073,,0.4492,0.4619,0.2605,0.3377,0.500254,0.1431,0.113273,327,301,266,84.06,0.5572,False,,bbox,sweep_cen_bbox_inn072_out092,False
126587,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/126587.npy,,success,,borderline,0.4521,,0.4121,0.4124,0.2341,0.3014,0.289174,0.1105,0.08963,348,332,282,119.33,0.5968,False,,bbox,sweep_cen_bbox_inn072_out092,False
160022,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/160022.npy,,success,,borderline,0.5339,,0.3992,0.4066,0.1913,0.2779,0.459582,0.1295,0.07555,295,310,304,66.61,0.6641,False,,bbox,sweep_cen_bbox_inn072_out092,False
131416,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/131416.npy,,success,,borderline,0.4104,high_center_offset,0.3052,0.3053,0.2026,0.3267,0.266208,0.0897,0.106317,366,351,348,145.34,0.6369,False,,bbox,sweep_cen_bbox_inn072_out092,False
137506,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/137506.npy,,success,,borderline,0.5234,fallback:center_out_of_bounds,0.9992,1.0,0.44,0.1355,0.250422,0.267,0.017022,256,256,220,0.0,0.5113,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn072_out092,False
112709,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/112709.npy,,success,,good,0.693,,0.4937,0.5142,0.2978,0.3652,0.55716,0.1241,0.131175,297,285,283,50.22,0.6714,False,,bbox,sweep_cen_bbox_inn072_out092,False
144139,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/144139.npy,,success,,good,0.5854,fallback:center_out_of_bounds,0.9998,1.0,0.4993,0.1861,0.346363,0.3123,0.03353,256,256,220,0.0,0.5106,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn072_out092,False
171893,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/171893.npy,,success,,good,0.6136,,0.3635,0.3702,0.2105,0.3285,0.588757,0.1091,0.10552,307,302,289,68.68,0.5684,False,,bbox,sweep_cen_bbox_inn072_out092,False
135477,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/135477.npy,,success,,good,0.5606,fallback:center_out_of_bounds,0.9966,1.0,0.4303,0.1281,0.347133,0.3044,0.015701,256,256,220,0.0,0.6537,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn072_out092,False
139381,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/139381.npy,,success,,good,0.7129,fallback:center_out_of_bounds,0.9995,1.0,0.6578,0.196,0.643161,0.286,0.037583,256,256,220,0.0,0.5107,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn072_out092,False
160029,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/160029.npy,,success,,good,0.6398,,0.4862,0.4928,0.3135,0.3701,0.499647,0.1316,0.136065,349,294,282,100.46,0.6632,False,,bbox,sweep_cen_bbox_inn072_out092,False
130596,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/130596.npy,,success,,borderline,0.4688,fallback:center_out_of_bounds,0.9709,0.9958,0.4006,0.1202,0.156521,0.2793,0.0125,256,256,220,0.0,0.6539,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn072_out092,False
173463,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/173463.npy,,success,,borderline,0.478,fallback:center_out_of_bounds,0.9931,0.9933,0.9447,0.1617,0.127605,0.0252,0.022442,256,256,220,0.0,0.561,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn072_out092,False
146605,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/146605.npy,,success,,good,0.5664,,0.4444,0.4549,0.2127,0.2948,0.452763,0.1403,0.085535,292,301,292,57.63,0.6778,False,,bbox,sweep_cen_bbox_inn072_out092,False
171917,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/171917.npy,,success,,borderline,0.5335,,0.4028,0.4033,0.1841,0.2795,0.448466,0.1181,0.07655,302,301,288,64.35,0.6311,False,,bbox,sweep_cen_bbox_inn072_out092,False
108316,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/108316.npy,,success,,good,0.561,,0.4205,0.4206,0.2906,0.3713,0.393628,0.1213,0.13618,368,296,297,118.93,0.6555,False,,bbox,sweep_cen_bbox_inn072_out092,False
122077,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/122077.npy,,success,,borderline,0.4296,,0.3238,0.3261,0.1494,0.2587,0.364448,0.1071,0.066023,335,326,311,105.55,0.5937,False,,bbox,sweep_cen_bbox_inn072_out092,False
141156,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/141156.npy,,success,,good,0.5679,high_center_offset,0.3862,0.3965,0.2451,0.3462,0.51431,0.1106,0.117523,374,304,302,127.39,0.6445,False,,bbox,sweep_cen_bbox_inn072_out092,False
149545,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/149545.npy,,success,,borderline,0.4408,high_center_offset,0.4301,0.4424,0.1941,0.2724,0.305977,0.1,0.073355,370,303,299,123.31,0.656,False,,bbox,sweep_cen_bbox_inn072_out092,False
122082,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005346_sweep_cen_bbox_inn072_out092/ribbons/122082.npy,,success,,good,0.5868,,0.4559,0.4576,0.318,0.3781,0.339462,0.1578,0.142189,323,295,261,77.52,0.5494,False,,bbox,sweep_cen_bbox_inn072_out092,False
