coin_id,authority,ribbon_path,preview_path,status,failure_reason,quality_bucket,quality_score,geometry_flags,nonblack_fraction,nonzero_fraction,mean_intensity,std_intensity,gradient_energy,edge_density,row_variance_mean,cx,cy,radius,center_offset,mask_area_fraction,used_fallback,fallback_reason,center_method,config_id,known_hard_case
171875,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/171875.npy,,success,,good,0.6465,,0.4802,0.4945,0.2719,0.3391,0.565421,0.1512,0.114371,327,301,266,84.06,0.5572,False,,bbox,sweep_cen_bbox_inn068_out088,False
126587,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/126587.npy,,success,,borderline,0.4756,,0.4449,0.4453,0.2562,0.3088,0.304171,0.1231,0.093949,348,332,282,119.33,0.5968,False,,bbox,sweep_cen_bbox_inn068_out088,False
144139,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/144139.npy,,success,,good,0.571,fallback:center_out_of_bounds,0.9999,1.0,0.5176,0.1826,0.315925,0.3156,0.032094,256,256,220,0.0,0.5106,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn068_out088,False
151326,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/151326.npy,,success,,borderline,0.5301,,0.4364,0.4369,0.2466,0.319,0.424676,0.1203,0.09979,368,297,297,119.27,0.6413,False,,bbox,sweep_cen_bbox_inn068_out088,False
131416,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/131416.npy,,success,,borderline,0.4328,high_center_offset,0.329,0.3292,0.2183,0.3341,0.285203,0.0964,0.110994,366,351,348,145.34,0.6369,False,,bbox,sweep_cen_bbox_inn068_out088,False
160022,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/160022.npy,,success,,good,0.5642,,0.4442,0.4521,0.212,0.2859,0.479275,0.1396,0.080268,295,310,304,66.61,0.6641,False,,bbox,sweep_cen_bbox_inn068_out088,False
137506,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/137506.npy,,success,,borderline,0.5128,fallback:center_out_of_bounds,0.9993,1.0,0.4569,0.1438,0.217916,0.2522,0.019057,256,256,220,0.0,0.5113,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn068_out088,False
171893,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/171893.npy,,success,,good,0.6483,,0.4089,0.4148,0.2421,0.3427,0.606926,0.1264,0.113946,307,302,289,68.68,0.5684,False,,bbox,sweep_cen_bbox_inn068_out088,False
171917,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/171917.npy,,success,,good,0.5695,,0.4489,0.4493,0.2114,0.2935,0.471084,0.1289,0.084394,302,301,288,64.35,0.6311,False,,bbox,sweep_cen_bbox_inn068_out088,False
173463,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/173463.npy,,success,,borderline,0.4509,fallback:center_out_of_bounds,1.0,1.0,0.9695,0.107,0.02042,0.0124,0.010559,256,256,220,0.0,0.561,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn068_out088,False
112709,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/112709.npy,,success,,good,0.7065,,0.5459,0.5622,0.3232,0.3607,0.554088,0.1338,0.128538,297,285,283,50.22,0.6714,False,,bbox,sweep_cen_bbox_inn068_out088,False
149545,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/149545.npy,,success,,borderline,0.4447,high_center_offset,0.4663,0.4778,0.2103,0.2728,0.283548,0.1014,0.073718,370,303,299,123.31,0.656,False,,bbox,sweep_cen_bbox_inn068_out088,False
146605,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/146605.npy,,success,,good,0.5898,,0.4857,0.4986,0.2299,0.2974,0.468064,0.1542,0.087548,292,301,292,57.63,0.6778,False,,bbox,sweep_cen_bbox_inn068_out088,False
160029,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/160029.npy,,success,,good,0.6676,,0.5255,0.5332,0.3329,0.3688,0.535956,0.1451,0.135395,349,294,282,100.46,0.6632,False,,bbox,sweep_cen_bbox_inn068_out088,False
108316,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/108316.npy,,success,,good,0.5852,,0.4565,0.4566,0.3216,0.3822,0.397912,0.1284,0.143499,368,296,297,118.93,0.6555,False,,bbox,sweep_cen_bbox_inn068_out088,False
122077,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/122077.npy,,success,,borderline,0.4628,,0.3573,0.3604,0.1675,0.2704,0.39808,0.1183,0.07172,335,326,311,105.55,0.5937,False,,bbox,sweep_cen_bbox_inn068_out088,False
171741,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/171741.npy,,success,,borderline,0.4884,,0.4651,0.4653,0.2266,0.2861,0.273925,0.1229,0.080937,304,301,283,65.8,0.5959,False,,bbox,sweep_cen_bbox_inn068_out088,False
141156,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/141156.npy,,success,,good,0.6075,high_center_offset,0.4222,0.4303,0.2697,0.3552,0.556058,0.1201,0.124831,374,304,302,127.39,0.6445,False,,bbox,sweep_cen_bbox_inn068_out088,False
110548,Antoninus Pius,/root/trivalaya-vision/legend_cnn/runs/run_20260410_005221_sweep_cen_bbox_inn068_out088/ribbons/110548.npy,,success,,borderline,0.4639,fallback:center_out_of_bounds,0.8469,0.8501,0.351,0.174,0.200209,0.226,0.027736,256,256,220,0.0,0.3877,True,center_out_of_bounds,bbox,sweep_cen_bbox_inn068_out088,False
