house,id,bucket,pooled_std,max_local_std,off_value,on_value,value_changed,crosses_110,w,h,error
Adolph E. Cahn,715086,pooled_fires,11.62,10.327,24.5,24.5,False,False,2406,3122,
Adolph E. Cahn,712791,pooled_fires,10.526,9.899,21.5,21.5,False,False,2344,3100,
Adolph E. Cahn,713135,m1_fires,15.253,13.71,200.0,21.0,True,True,2389,3129,
Adolph E. Cahn,713110,pooled_fires,14.603,14.196,11.0,11.0,False,False,2387,3134,
Adolph E. Cahn,712753,pooled_fires,13.035,11.128,29.0,29.0,False,False,2380,3125,
Adolph E. Cahn,715049,neither,18.225,17.454,205.418,205.418,False,False,2412,3124,
Adolph E. Cahn,713300,neither,18.702,15.212,213.463,213.463,False,False,2411,3130,
Adolph E. Cahn,715057,neither,18.225,17.454,205.418,205.418,False,False,2412,3124,
Adolph E. Cahn,712806,m1_fires,20.943,9.18,200.0,23.0,True,True,2336,3102,
Adolph E. Cahn,713246,neither,40.915,36.037,209.403,209.403,False,False,2474,3129,
Adolph E. Cahn,747527,pooled_fires,11.126,12.974,19.0,19.0,False,False,2342,3106,
Adolph E. Cahn,714846,pooled_fires,12.426,11.215,22.0,22.0,False,False,2406,3133,
Adolph E. Cahn,713125,pooled_fires,12.297,14.615,29.0,29.0,False,False,2376,3120,
Adolph E. Cahn,714938,pooled_fires,14.001,11.743,26.0,26.0,False,False,2395,3132,
Adolph E. Cahn,713228,pooled_fires,14.678,13.539,27.5,27.5,False,False,2482,3131,
Adolph E. Cahn,713139,m1_fires,15.253,13.71,200.0,21.0,True,True,2389,3129,
Adolph E. Cahn,713252,neither,40.915,36.037,209.403,209.403,False,False,2474,3129,
Adolph E. Cahn,714979,pooled_fires,14.152,12.211,24.0,24.0,False,False,2393,3116,
Adolph E. Cahn,712994,pooled_fires,13.58,8.797,34.5,34.5,False,False,2383,3104,
Adolph E. Cahn,714962,neither,25.755,31.277,208.032,208.032,False,False,2404,3129,
Adolph E. Cahn,747093,m1_fires,41.852,14.344,199.0,39.5,True,True,2358,3139,
Adolph E. Cahn,747529,pooled_fires,11.126,12.974,19.0,19.0,False,False,2342,3106,
Adolph E. Cahn,712762,pooled_fires,13.035,11.128,29.0,29.0,False,False,2380,3125,
Adolph E. Cahn,713046,m1_fires,16.962,12.342,201.0,31.5,True,True,2359,3102,
Adolph E. Cahn,714924,pooled_fires,14.001,11.743,26.0,26.0,False,False,2395,3132,
Adolph E. Cahn,714972,neither,25.755,31.277,208.032,208.032,False,False,2404,3129,
Adolph E. Cahn,712693,neither,15.783,16.632,200.0,200.0,False,False,2371,3132,
Adolph E. Cahn,712795,pooled_fires,10.526,9.899,21.5,21.5,False,False,2344,3100,
Adolph E. Cahn,712926,pooled_fires,12.023,8.492,24.0,24.0,False,False,2367,3104,
Adolph E. Cahn,712890,pooled_fires,11.691,8.231,19.0,19.0,False,False,2345,3096,
Adolph E. Cahn,712943,m1_fires,22.361,11.845,201.0,39.5,True,True,2381,3101,
Adolph E. Cahn,747547,pooled_fires,11.887,15.507,28.5,28.5,False,False,2382,3110,
Adolph E. Cahn,712841,pooled_fires,14.72,18.744,24.5,24.5,False,False,2351,3099,
Adolph E. Cahn,747509,pooled_fires,11.126,12.974,19.0,19.0,False,False,2342,3106,
Adolph E. Cahn,712887,pooled_fires,11.691,8.231,19.0,19.0,False,False,2345,3096,
Adolph E. Cahn,712651,m1_fires,41.852,14.344,199.0,39.5,True,True,2358,3139,
Adolph E. Cahn,713209,neither,42.096,23.732,210.945,210.945,False,False,2447,3128,
Adolph E. Cahn,715036,neither,18.225,17.454,205.418,205.418,False,False,2412,3124,
Adolph E. Cahn,714933,pooled_fires,14.001,11.743,26.0,26.0,False,False,2395,3132,
Adolph E. Cahn,714926,pooled_fires,14.001,11.743,26.0,26.0,False,False,2395,3132,
Adolph E. Cahn,747627,m1_fires,15.253,13.71,200.0,21.0,True,True,2389,3129,
Adolph E. Cahn,712913,pooled_fires,12.023,8.492,24.0,24.0,False,False,2367,3104,
Adolph E. Cahn,712945,pooled_fires,12.454,9.689,29.0,29.0,False,False,2402,3113,
Adolph E. Cahn,712985,m1_fires,18.354,14.16,205.397,23.0,True,True,2355,3133,
Adolph E. Cahn,712801,m1_fires,20.943,9.18,200.0,23.0,True,True,2336,3102,
Adolph E. Cahn,712664,m1_fires,41.852,14.344,199.0,39.5,True,True,2358,3139,
Adolph E. Cahn,712745,pooled_fires,13.035,11.128,29.0,29.0,False,False,2380,3125,
Adolph E. Cahn,712688,pooled_fires,12.987,13.803,29.5,29.5,False,False,2375,3118,
Adolph E. Cahn,712949,pooled_fires,12.454,9.689,29.0,29.0,False,False,2402,3113,
Adolph E. Cahn,713197,neither,19.45,19.049,211.826,211.826,False,False,2415,3132,
Adolph E. Cahn,712788,pooled_fires,10.526,9.899,21.5,21.5,False,False,2344,3100,
Adolph E. Cahn,713177,pooled_fires,14.459,16.339,40.0,40.0,False,False,2375,3121,
Adolph E. Cahn,714875,pooled_fires,12.426,11.215,22.0,22.0,False,False,2406,3133,
Adolph E. Cahn,713068,pooled_fires,11.938,10.103,28.5,28.5,False,False,2380,3104,
Adolph E. Cahn,712875,pooled_fires,12.782,13.854,21.5,21.5,False,False,2364,3105,
Adolph E. Cahn,747286,pooled_fires,12.204,8.207,23.0,23.0,False,False,2352,3131,
Adolph E. Cahn,713165,m1_fires,17.229,12.496,200.0,29.5,True,True,2406,3127,
Adolph E. Cahn,712775,pooled_fires,14.97,14.222,25.0,25.0,False,False,2382,3129,
Adolph E. Cahn,713091,pooled_fires,11.887,15.507,28.5,28.5,False,False,2382,3110,
Adolph E. Cahn,713242,neither,29.266,17.382,208.833,208.833,False,False,2472,3135,
Adolph E. Cahn,713302,neither,18.702,15.212,213.463,213.463,False,False,2411,3130,
Adolph E. Cahn,713070,pooled_fires,11.938,10.103,28.5,28.5,False,False,2380,3104,
Adolph E. Cahn,713269,neither,37.5,21.026,209.17,209.17,False,False,2441,3147,
Adolph E. Cahn,747311,pooled_fires,14.72,18.744,24.5,24.5,False,False,2351,3099,
Adolph E. Cahn,713266,neither,37.5,21.026,209.17,209.17,False,False,2441,3147,
Adolph E. Cahn,712908,pooled_fires,13.258,12.412,26.0,26.0,False,False,2383,3112,
Adolph E. Cahn,747358,pooled_fires,11.691,8.231,19.0,19.0,False,False,2345,3096,
Adolph E. Cahn,747622,m1_fires,15.253,13.71,200.0,21.0,True,True,2389,3129,
Adolph E. Cahn,713053,pooled_fires,11.126,12.974,19.0,19.0,False,False,2342,3106,
Adolph E. Cahn,713304,neither,16.829,18.609,210.28,210.28,False,False,2412,3129,
Adolph E. Cahn,712867,pooled_fires,12.782,13.854,21.5,21.5,False,False,2364,3105,
Adolph E. Cahn,713004,m1_fires,16.141,8.342,201.0,24.5,True,True,2380,3117,
Adolph E. Cahn,712812,pooled_fires,12.204,8.207,23.0,23.0,False,False,2352,3131,
Adolph E. Cahn,713007,m1_fires,16.141,8.342,201.0,24.5,True,True,2380,3117,
Adolph E. Cahn,713288,neither,16.478,18.643,211.569,211.569,False,False,2416,3133,
Adolph E. Cahn,713299,neither,18.702,15.212,213.463,213.463,False,False,2411,3130,
Adolph E. Cahn,713100,pooled_fires,14.024,7.37,29.5,29.5,False,False,2342,3133,
Adolph E. Cahn,715005,m1_fires,39.419,12.718,201.0,32.5,True,True,2398,3122,
Adolph E. Cahn,713206,neither,42.096,23.732,210.945,210.945,False,False,2447,3128,
Adolph E. Cahn,747462,pooled_fires,13.58,8.797,34.5,34.5,False,False,2383,3104,
Adolph E. Cahn,712764,pooled_fires,14.97,14.222,25.0,25.0,False,False,2382,3129,
Adolph E. Cahn,713133,m1_fires,15.253,13.71,200.0,21.0,True,True,2389,3129,
Adolph E. Cahn,714961,neither,25.755,31.277,208.032,208.032,False,False,2404,3129,
Adolph E. Cahn,713058,pooled_fires,11.126,12.974,19.0,19.0,False,False,2342,3106,
Adolph E. Cahn,714955,neither,25.755,31.277,208.032,208.032,False,False,2404,3129,
Adolph E. Cahn,713000,pooled_fires,13.58,8.797,34.5,34.5,False,False,2383,3104,
Adolph E. Cahn,712997,pooled_fires,13.58,8.797,34.5,34.5,False,False,2383,3104,
Adolph E. Cahn,747120,pooled_fires,12.987,13.803,29.5,29.5,False,False,2375,3118,
Adolph E. Cahn,714887,neither,16.063,15.773,206.598,206.598,False,False,2404,3132,
Adolph E. Cahn,715046,neither,18.225,17.454,205.418,205.418,False,False,2412,3124,
Adolph E. Cahn,712849,pooled_fires,14.696,13.944,20.0,20.0,False,False,2363,3099,
Adolph E. Cahn,713238,neither,29.266,17.382,208.833,208.833,False,False,2472,3135,
Adolph E. Cahn,712698,neither,15.783,16.632,200.0,200.0,False,False,2371,3132,
Adolph E. Cahn,712889,pooled_fires,11.691,8.231,19.0,19.0,False,False,2345,3096,
Adolph E. Cahn,713172,m1_fires,17.229,12.496,200.0,29.5,True,True,2406,3127,
Adolph E. Cahn,713128,pooled_fires,12.297,14.615,29.0,29.0,False,False,2376,3120,
Adolph E. Cahn,713157,m1_fires,17.229,12.496,200.0,29.5,True,True,2406,3127,
Adolph E. Cahn,747180,m1_fires,15.749,10.0,197.0,30.5,True,True,2387,3109,
Adolph E. Cahn,714882,neither,16.063,15.773,206.598,206.598,False,False,2404,3132,
Adolph E. Cahn,712946,pooled_fires,12.454,9.689,29.0,29.0,False,False,2402,3113,
Adolph E. Cahn,747623,m1_fires,15.253,13.71,200.0,21.0,True,True,2389,3129,
Adolph E. Cahn,714845,pooled_fires,12.426,11.215,22.0,22.0,False,False,2406,3133,
Adolph E. Cahn,712916,pooled_fires,12.023,8.492,24.0,24.0,False,False,2367,3104,
Adolph E. Cahn,712758,pooled_fires,13.035,11.128,29.0,29.0,False,False,2380,3125,
Adolph E. Cahn,714931,pooled_fires,14.001,11.743,26.0,26.0,False,False,2395,3132,
Adolph E. Cahn,712944,m1_fires,22.361,11.845,201.0,39.5,True,True,2381,3101,
Adolph E. Cahn,713198,neither,19.45,19.049,211.826,211.826,False,False,2415,3132,
Adolph E. Cahn,713200,neither,19.45,19.049,211.826,211.826,False,False,2415,3132,
Adolph E. Cahn,713052,pooled_fires,11.126,12.974,19.0,19.0,False,False,2342,3106,
Adolph E. Cahn,712836,pooled_fires,14.72,18.744,24.5,24.5,False,False,2351,3099,
Adolph E. Cahn,712714,pooled_fires,13.916,11.669,30.5,30.5,False,False,2375,3127,
Adolph E. Cahn,715076,pooled_fires,11.62,10.327,24.5,24.5,False,False,2406,3122,
Adolph E. Cahn,713001,pooled_fires,13.58,8.797,34.5,34.5,False,False,2383,3104,
Adolph E. Cahn,714858,pooled_fires,12.426,11.215,22.0,22.0,False,False,2406,3133,
Adolph E. Cahn,712686,pooled_fires,12.987,13.803,29.5,29.5,False,False,2375,3118,
Adolph E. Cahn,715037,neither,18.225,17.454,205.418,205.418,False,False,2412,3124,
Adolph E. Cahn,714868,pooled_fires,12.426,11.215,22.0,22.0,False,False,2406,3133,
Adolph E. Cahn,713234,neither,29.266,17.382,208.833,208.833,False,False,2472,3135,
Adolph E. Cahn,713017,pooled_fires,11.512,12.819,20.0,20.0,False,False,2374,3107,
Adolph E. Cahn,712893,pooled_fires,13.258,12.412,26.0,26.0,False,False,2383,3112,
Adolph E. Cahn,715047,neither,18.225,17.454,205.418,205.418,False,False,2412,3124,
Adolph E. Cahn,712684,pooled_fires,12.987,13.803,29.5,29.5,False,False,2375,3118,
Adolph E. Cahn,712870,pooled_fires,12.782,13.854,21.5,21.5,False,False,2364,3105,
Adolph E. Cahn,713116,pooled_fires,14.603,14.196,11.0,11.0,False,False,2387,3134,
Adolph E. Cahn,712742,neither,19.576,15.97,33.882,33.882,False,False,2381,3119,
Adolph E. Cahn,715027,pooled_fires,12.898,12.959,29.0,29.0,False,False,2393,3132,
Adolph E. Cahn,715029,neither,18.225,17.454,205.418,205.418,False,False,2412,3124,
Adolph E. Cahn,747268,pooled_fires,10.526,9.899,21.5,21.5,False,False,2344,3100,
Adolph E. Cahn,712740,neither,19.576,15.97,33.882,33.882,False,False,2381,3119,
Adolph E. Cahn,714885,neither,16.063,15.773,206.598,206.598,False,False,2404,3132,
Adolph E. Cahn,715044,neither,18.225,17.454,205.418,205.418,False,False,2412,3124,
Adolph E. Cahn,715011,pooled_fires,14.54,13.516,25.5,25.5,False,False,2376,3125,
Adolph E. Cahn,714951,neither,25.755,31.277,208.032,208.032,False,False,2404,3129,
Adolph E. Cahn,712814,pooled_fires,12.204,8.207,23.0,23.0,False,False,2352,3131,
Adolph E. Cahn,713111,pooled_fires,14.603,14.196,11.0,11.0,False,False,2387,3134,
Adolph E. Cahn,712862,pooled_fires,11.808,13.535,18.5,18.5,False,False,2374,3107,
Adolph E. Cahn,713078,pooled_fires,11.938,10.103,28.5,28.5,False,False,2380,3104,
Adolph E. Cahn,712779,pooled_fires,14.97,14.222,25.0,25.0,False,False,2382,3129,
Adolph E. Cahn,712901,pooled_fires,13.258,12.412,26.0,26.0,False,False,2383,3112,
Adolph E. Cahn,714873,pooled_fires,12.426,11.215,22.0,22.0,False,False,2406,3133,
Adolph E. Cahn,714968,neither,25.755,31.277,208.032,208.032,False,False,2404,3129,
Adolph E. Cahn,714993,m1_fires,39.419,12.718,201.0,32.5,True,True,2398,3122,
Adolph E. Cahn,712792,pooled_fires,10.526,9.899,21.5,21.5,False,False,2344,3100,
Adolph E. Cahn,712667,pooled_fires,12.987,13.803,29.5,29.5,False,False,2375,3118,
Adolph E. Cahn,712979,m1_fires,18.354,14.16,205.397,23.0,True,True,2355,3133,
Adolph E. Cahn,713136,m1_fires,15.253,13.71,200.0,21.0,True,True,2389,3129,
Adolph E. Cahn,713186,pooled_fires,14.459,16.339,40.0,40.0,False,False,2375,3121,
Adolph E. Cahn,713060,pooled_fires,11.126,12.974,19.0,19.0,False,False,2342,3106,
Adolph E. Cahn,713025,pooled_fires,11.298,13.606,22.0,22.0,False,False,2399,3107,
Adolph E. Cahn,712858,pooled_fires,11.808,13.535,18.5,18.5,False,False,2374,3107,
Adolph E. Cahn,715050,neither,18.225,17.454,205.418,205.418,False,False,2412,3124,
Adolph E. Cahn,712839,pooled_fires,14.72,18.744,24.5,24.5,False,False,2351,3099,
Adolph E. Cahn,712807,m1_fires,20.943,9.18,200.0,23.0,True,True,2336,3102,
Adolph E. Cahn,712954,pooled_fires,12.454,9.689,29.0,29.0,False,False,2402,3113,
Adolph E. Cahn,712960,pooled_fires,13.657,8.07,28.0,28.0,False,False,2396,3112,
Adolph E. Cahn,712850,pooled_fires,14.696,13.944,20.0,20.0,False,False,2363,3099,
Adolph E. Cahn,714908,pooled_fires,14.001,11.743,26.0,26.0,False,False,2395,3132,
Adolph E. Cahn,747184,m1_fires,15.749,10.0,197.0,30.5,True,True,2387,3109,
Adolph E. Cahn,713201,neither,19.45,19.049,211.826,211.826,False,False,2415,3132,
Adolph E. Cahn,747606,m1_fires,15.253,13.71,200.0,21.0,True,True,2389,3129,
Adolph E. Cahn,713194,pooled_fires,14.459,16.339,40.0,40.0,False,False,2375,3121,
Adolph E. Cahn,713166,m1_fires,17.229,12.496,200.0,29.5,True,True,2406,3127,
Adolph E. Cahn,747432,pooled_fires,13.657,8.07,28.0,28.0,False,False,2396,3112,
Adolph E. Cahn,713273,neither,37.5,21.026,209.17,209.17,False,False,2441,3147,
Adolph E. Cahn,712871,pooled_fires,12.782,13.854,21.5,21.5,False,False,2364,3105,
Adolph E. Cahn,747601,m1_fires,15.253,13.71,200.0,21.0,True,True,2389,3129,
Adolph E. Cahn,712809,m1_fires,20.943,9.18,200.0,23.0,True,True,2336,3102,
Adolph E. Cahn,714964,neither,25.755,31.277,208.032,208.032,False,False,2404,3129,
Adolph E. Cahn,712993,pooled_fires,13.58,8.797,34.5,34.5,False,False,2383,3104,
Adolph E. Cahn,712882,pooled_fires,11.691,8.231,19.0,19.0,False,False,2345,3096,
Adolph E. Cahn,715015,pooled_fires,14.54,13.516,25.5,25.5,False,False,2376,3125,
Adolph E. Cahn,714856,pooled_fires,12.426,11.215,22.0,22.0,False,False,2406,3133,
Adolph E. Cahn,712710,pooled_fires,13.916,11.669,30.5,30.5,False,False,2375,3127,
Adolph E. Cahn,713040,m1_fires,16.962,12.342,201.0,31.5,True,True,2359,3102,
Adolph E. Cahn,747218,neither,19.576,15.97,33.882,33.882,False,False,2381,3119,
Adolph E. Cahn,713272,neither,37.5,21.026,209.17,209.17,False,False,2441,3147,
Adolph E. Cahn,747143,neither,15.783,16.632,200.0,200.0,False,False,2371,3132,
Adolph E. Cahn,712810,pooled_fires,12.204,8.207,23.0,23.0,False,False,2352,3131,
Adolph E. Cahn,712842,pooled_fires,14.72,18.744,24.5,24.5,False,False,2351,3099,
Adolph E. Cahn,712898,pooled_fires,13.258,12.412,26.0,26.0,False,False,2383,3112,
Adolph E. Cahn,713268,neither,37.5,21.026,209.17,209.17,False,False,2441,3147,
Adolph E. Cahn,714953,neither,25.755,31.277,208.032,208.032,False,False,2404,3129,
Adolph E. Cahn,713012,m1_fires,16.141,8.342,201.0,24.5,True,True,2380,3117,
Adolph E. Cahn,713062,pooled_fires,11.126,12.974,19.0,19.0,False,False,2342,3106,
Adolph E. Cahn,713130,m1_fires,15.253,13.71,200.0,21.0,True,True,2389,3129,
Adolph E. Cahn,713313,neither,31.61,15.695,213.698,213.698,False,False,2441,3155,
Adolph E. Cahn,712895,pooled_fires,13.258,12.412,26.0,26.0,False,False,2383,3112,
Adolph E. Cahn,712829,pooled_fires,14.72,18.744,24.5,24.5,False,False,2351,3099,
Adolph E. Cahn,715007,m1_fires,39.419,12.718,201.0,32.5,True,True,2398,3122,
Adolph E. Cahn,713002,m1_fires,16.141,8.342,201.0,24.5,True,True,2380,3117,
Adolph E. Cahn,747565,pooled_fires,14.024,7.37,29.5,29.5,False,False,2342,3133,
Adolph E. Cahn,713131,m1_fires,15.253,13.71,200.0,21.0,True,True,2389,3129,
Adolph E. Cahn,713057,pooled_fires,11.126,12.974,19.0,19.0,False,False,2342,3106,
Adolph E. Cahn,747086,m1_fires,41.852,14.344,199.0,39.5,True,True,2358,3139,
Adolph E. Cahn,712942,m1_fires,22.361,11.845,201.0,39.5,True,True,2381,3101,
Adolph E. Cahn,712709,pooled_fires,13.916,11.669,30.5,30.5,False,False,2375,3127,
Adolph E. Cahn,715079,pooled_fires,11.62,10.327,24.5,24.5,False,False,2406,3122,
Adolph E. Cahn,714895,neither,16.063,15.773,206.598,206.598,False,False,2404,3132,
Adolph E. Cahn,712983,m1_fires,18.354,14.16,205.397,23.0,True,True,2355,3133,
Adolph E. Cahn,712940,m1_fires,22.361,11.845,201.0,39.5,True,True,2381,3101,
Dr. Jacob Hirsch,718391,pooled_fires,11.546,11.961,25.5,25.5,False,False,2506,3145,
Dr. Jacob Hirsch,718493,pooled_fires,13.722,14.559,30.5,30.5,False,False,2536,3152,
Dr. Jacob Hirsch,718609,pooled_fires,11.043,9.521,29.5,29.5,False,False,2533,3137,
Dr. Jacob Hirsch,718267,m1_fires,15.701,14.717,221.32,28.0,True,True,2501,3120,
Dr. Jacob Hirsch,718426,pooled_fires,13.846,9.121,30.0,30.0,False,False,2529,3147,
Dr. Jacob Hirsch,718635,pooled_fires,13.042,12.036,26.0,26.0,False,False,2457,3142,
Dr. Jacob Hirsch,718365,pooled_fires,11.546,11.961,25.5,25.5,False,False,2506,3145,
Dr. Jacob Hirsch,718560,pooled_fires,12.783,9.317,23.5,23.5,False,False,2535,3128,
Dr. Jacob Hirsch,718613,pooled_fires,13.158,7.594,31.0,31.0,False,False,2456,3142,
Dr. Jacob Hirsch,718063,pooled_fires,14.928,10.248,27.5,27.5,False,False,2516,3200,
Dr. Jacob Hirsch,718379,pooled_fires,11.546,11.961,25.5,25.5,False,False,2506,3145,
Dr. Jacob Hirsch,718735,pooled_fires,13.342,8.246,28.0,28.0,False,False,2617,3183,
Dr. Jacob Hirsch,718424,pooled_fires,13.846,9.121,30.0,30.0,False,False,2529,3147,
Dr. Jacob Hirsch,718536,pooled_fires,13.559,9.494,28.0,28.0,False,False,2511,3178,
Dr. Jacob Hirsch,718062,pooled_fires,14.928,10.248,27.5,27.5,False,False,2516,3200,
Dr. Jacob Hirsch,718145,pooled_fires,7.618,8.094,28.0,28.0,False,False,2455,3141,
Dr. Jacob Hirsch,718064,pooled_fires,14.928,10.248,27.5,27.5,False,False,2516,3200,
Dr. Jacob Hirsch,718565,pooled_fires,13.296,13.386,31.5,31.5,False,False,2535,3135,
Dr. Jacob Hirsch,718356,pooled_fires,9.306,9.749,25.0,25.0,False,False,2507,3146,
Dr. Jacob Hirsch,718270,pooled_fires,10.016,9.101,24.0,24.0,False,False,2521,3187,
Dr. Jacob Hirsch,718440,pooled_fires,12.792,11.197,29.5,29.5,False,False,2529,3136,
Dr. Jacob Hirsch,718186,pooled_fires,11.359,9.02,26.0,26.0,False,False,2449,3140,
Dr. Jacob Hirsch,718656,pooled_fires,14.364,13.363,22.0,22.0,False,False,2354,3123,
Dr. Jacob Hirsch,718652,pooled_fires,14.364,13.363,22.0,22.0,False,False,2354,3123,
Dr. Jacob Hirsch,718303,pooled_fires,12.001,11.214,24.0,24.0,False,False,2509,3135,
Dr. Jacob Hirsch,718568,pooled_fires,13.296,13.386,31.5,31.5,False,False,2535,3135,
Dr. Jacob Hirsch,718464,pooled_fires,14.604,10.938,29.5,29.5,False,False,2531,3138,
Dr. Jacob Hirsch,718589,pooled_fires,11.019,9.156,32.0,32.0,False,False,2538,3143,
Dr. Jacob Hirsch,718149,pooled_fires,10.231,11.541,23.0,23.0,False,False,2454,3142,
Dr. Jacob Hirsch,718220,pooled_fires,10.514,7.744,19.0,19.0,False,False,2456,3163,
Dr. Jacob Hirsch,718359,pooled_fires,9.306,9.749,25.0,25.0,False,False,2507,3146,
Dr. Jacob Hirsch,718272,pooled_fires,10.016,9.101,24.0,24.0,False,False,2521,3187,
Dr. Jacob Hirsch,718198,pooled_fires,12.064,8.001,28.0,28.0,False,False,2441,3144,
Dr. Jacob Hirsch,718494,pooled_fires,13.722,14.559,30.5,30.5,False,False,2536,3152,
Dr. Jacob Hirsch,718298,pooled_fires,12.001,11.214,24.0,24.0,False,False,2509,3135,
Dr. Jacob Hirsch,718538,pooled_fires,12.783,9.317,23.5,23.5,False,False,2535,3128,
Dr. Jacob Hirsch,718555,pooled_fires,12.783,9.317,23.5,23.5,False,False,2535,3128,
Dr. Jacob Hirsch,718738,pooled_fires,13.342,8.246,28.0,28.0,False,False,2617,3183,
Dr. Jacob Hirsch,718137,pooled_fires,7.618,8.094,28.0,28.0,False,False,2455,3141,
Dr. Jacob Hirsch,718610,pooled_fires,13.158,7.594,31.0,31.0,False,False,2456,3142,
Dr. Jacob Hirsch,718156,pooled_fires,10.231,11.541,23.0,23.0,False,False,2454,3142,
Dr. Jacob Hirsch,718260,m1_fires,15.701,14.717,221.32,28.0,True,True,2501,3120,
Dr. Jacob Hirsch,718229,pooled_fires,14.872,7.478,27.0,27.0,False,False,2460,3183,
Dr. Jacob Hirsch,718685,pooled_fires,13.137,12.511,24.5,24.5,False,False,2511,3176,
Dr. Jacob Hirsch,718500,pooled_fires,13.267,14.493,21.0,21.0,False,False,2539,3137,
Dr. Jacob Hirsch,718271,pooled_fires,10.016,9.101,24.0,24.0,False,False,2521,3187,
Dr. Jacob Hirsch,718509,pooled_fires,13.267,14.493,21.0,21.0,False,False,2539,3137,
Dr. Jacob Hirsch,718600,pooled_fires,11.043,9.521,29.5,29.5,False,False,2533,3137,
Dr. Jacob Hirsch,718405,m1_fires,16.414,11.206,208.908,29.0,True,True,2505,3137,
Dr. Jacob Hirsch,718620,pooled_fires,13.158,7.594,31.0,31.0,False,False,2456,3142,
Dr. Jacob Hirsch,718395,m1_fires,16.414,11.206,208.908,29.0,True,True,2505,3137,
Dr. Jacob Hirsch,718570,pooled_fires,13.296,13.386,31.5,31.5,False,False,2535,3135,
Dr. Jacob Hirsch,718733,pooled_fires,13.342,8.246,28.0,28.0,False,False,2617,3183,
Dr. Jacob Hirsch,718557,pooled_fires,12.783,9.317,23.5,23.5,False,False,2535,3128,
Dr. Jacob Hirsch,718691,pooled_fires,14.702,9.147,30.5,30.5,False,False,2538,3180,
Dr. Jacob Hirsch,718512,pooled_fires,13.267,14.493,21.0,21.0,False,False,2539,3137,
Dr. Jacob Hirsch,718702,pooled_fires,14.702,9.147,30.5,30.5,False,False,2538,3180,
Dr. Jacob Hirsch,718436,pooled_fires,13.846,9.121,30.0,30.0,False,False,2529,3147,
Dr. Jacob Hirsch,718131,pooled_fires,7.618,8.094,28.0,28.0,False,False,2455,3141,
Dr. Jacob Hirsch,718353,pooled_fires,9.306,9.749,25.0,25.0,False,False,2507,3146,
Dr. Jacob Hirsch,718227,pooled_fires,10.514,7.744,19.0,19.0,False,False,2456,3163,
Dr. Jacob Hirsch,718724,pooled_fires,14.135,8.345,24.5,24.5,False,False,2534,3176,
Dr. Jacob Hirsch,718110,pooled_fires,9.674,7.94,27.5,27.5,False,False,2470,3128,
Dr. Jacob Hirsch,718444,pooled_fires,12.792,11.197,29.5,29.5,False,False,2529,3136,
Dr. Jacob Hirsch,718318,pooled_fires,12.001,11.214,24.0,24.0,False,False,2509,3135,
Dr. Jacob Hirsch,718290,pooled_fires,10.016,9.101,24.0,24.0,False,False,2521,3187,
Dr. Jacob Hirsch,718392,m1_fires,16.414,11.206,208.908,29.0,True,True,2505,3137,
Dr. Jacob Hirsch,718417,m1_fires,16.414,11.206,208.908,29.0,True,True,2505,3137,
Dr. Jacob Hirsch,718167,pooled_fires,11.359,9.02,26.0,26.0,False,False,2449,3140,
Dr. Jacob Hirsch,718170,pooled_fires,11.359,9.02,26.0,26.0,False,False,2449,3140,
Dr. Jacob Hirsch,718592,pooled_fires,11.019,9.156,32.0,32.0,False,False,2538,3143,
Dr. Jacob Hirsch,718369,pooled_fires,11.546,11.961,25.5,25.5,False,False,2506,3145,
Dr. Jacob Hirsch,718725,pooled_fires,14.135,8.345,24.5,24.5,False,False,2534,3176,
Dr. Jacob Hirsch,718263,m1_fires,15.701,14.717,221.32,28.0,True,True,2501,3120,
Dr. Jacob Hirsch,718680,pooled_fires,13.137,12.511,24.5,24.5,False,False,2511,3176,
Dr. Jacob Hirsch,718138,pooled_fires,7.618,8.094,28.0,28.0,False,False,2455,3141,
Dr. Jacob Hirsch,718099,pooled_fires,9.674,7.94,27.5,27.5,False,False,2470,3128,
Dr. Jacob Hirsch,718073,pooled_fires,14.928,10.248,27.5,27.5,False,False,2516,3200,
Dr. Jacob Hirsch,718403,m1_fires,16.414,11.206,208.908,29.0,True,True,2505,3137,
Dr. Jacob Hirsch,718639,pooled_fires,13.042,12.036,26.0,26.0,False,False,2457,3142,
Dr. Jacob Hirsch,718434,pooled_fires,13.846,9.121,30.0,30.0,False,False,2529,3147,
Dr. Jacob Hirsch,718559,pooled_fires,12.783,9.317,23.5,23.5,False,False,2535,3128,
Dr. Jacob Hirsch,718765,pooled_fires,10.629,8.341,33.0,33.0,False,False,2599,3171,
Dr. Jacob Hirsch,718431,pooled_fires,13.846,9.121,30.0,30.0,False,False,2529,3147,
Dr. Jacob Hirsch,718383,pooled_fires,11.546,11.961,25.5,25.5,False,False,2506,3145,
Dr. Jacob Hirsch,718513,pooled_fires,13.267,14.493,21.0,21.0,False,False,2539,3137,
Dr. Jacob Hirsch,718755,pooled_fires,10.629,8.341,33.0,33.0,False,False,2599,3171,
Dr. Jacob Hirsch,718269,m1_fires,15.701,14.717,221.32,28.0,True,True,2501,3120,
Dr. Jacob Hirsch,718366,pooled_fires,11.546,11.961,25.5,25.5,False,False,2506,3145,
Dr. Jacob Hirsch,718207,pooled_fires,12.064,8.001,28.0,28.0,False,False,2441,3144,
